ADDRESS,MUNICIPALITY,REGION,SLB_RELAY
GERRARD ST E 1919 & GLENMORE RD,TORONTO,Central-GTA,SLB
KINGSTON RD 631 & SOUTHWOOD DR,TORONTO,Central-GTA,SLB
KINGSTON RD 866,TORONTO,Central-GTA,SLB
GERRARD ST E & KINGSWOOD RD,TORONTO,Central-GTA,SLB
NEVILLE PK BLVD & QUEEN ST E 2354,TORONTO,Central-GTA,SLB
DANFORTH AVE 2072 & WOODBINE AVE,TORONTO,Central-GTA,SLB
DANFORTH AVE 2072 & WOODBINE AVE,TORONTO,Central-GTA,SLB
LUMSDEN AVE & WOODBINE AVE 1219,TORONTO,Central-GTA,SLB
DANFORTH AVE & WOODBINE AVE,TORONTO,Central-GTA,SLB
COXWELL AVE 825,TORONTO,Central-GTA,SLB
QUEEN ST E 2240,TORONTO,Central-GTA,SLB
DANFORTH AVE 2830,TORONTO,Central-GTA,SLB
CHISHOLM AVE & LUMSDEN AVE 360,TORONTO,Central-GTA,SLB
KINGSTON RD & SCARBOROUGH RD,TORONTO,Central-GTA,SLB
BURGESS AVE & WOODBINE AVE,TORONTO,Central-GTA,SLB
QUEEN ST E 2282 (E OF SILVERBIRCH AVE),TORONTO,Central-GTA,SLB
DANFORTH AVE 1839 & ROSEHEATH AVE,TORONTO,Central-GTA,SLB
DANFORTH AVE &. MAIN ST,TORONTO,Central-GTA,SLB
MARKET PLACE THE 5 (Crescent Town)Upper Level,TORONTO,Central-GTA,SLB
GERRARD ST E & MAIN ST,TORONTO,Central-GTA,SLB
QUEEN ST E 2140A,TORONTO,Central-GTA,SLB
QUEEN ST E2140A,TORONTO,Central-GTA,SLB
EASTDALE AVE & SECORD AVE,TORONTO,Central-GTA,SLB
DANFORTH AVE 3003,TORONTO,Central-GTA,SLB
DANFORTH AVE 3003,TORONTO,Central-GTA,SLB
COXWELL AVE 850 AT MORTIMER AVE,TORONTO,Central-GTA,SLB
HALDON AVE 9 (Senior Citizens Apartments),TORONTO,Central-GTA,SLB
COSBURN AVE & WOODBINE AVE,TORONTO,Central-GTA,SLB
DUNKIRK RD & GLEBEMOUNT AVE,TORONTO,Central-GTA,SLB
COSBURN AVE & COXWELL AVE,TORONTO,Central-GTA,SLB
BURRELL AVE & KING EDWARD AVE,TORONTO,Central-GTA,SLB
GOODWOOD PARK CR 106,TORONTO,Central-GTA,SLB
MERRILL AVE E & WOODBINE AVE,TORONTO,Central-GTA,SLB
COATSWORTH CRES 11 (Cecelia Murray Bldg),TORONTO,Central-GTA,SLB
BENLAMOND AVE & MAIN ST 61,TORONTO,Central-GTA,SLB
DAWES RD 200 (True Davidson Residence),TORONTO,Central-GTA,SLB
COXWELL AVE 1021,TORONTO,Central-GTA,SLB
LEE AVE & QUEEN ST E,TORONTO,Central-GTA,SLB
LEE AVE & QUEEN ST E,TORONTO,Central-GTA,SLB
DANFORTH AVE & MAIN ST,TORONTO,Central-GTA,SLB
COXWELL AVE 688,TORONTO,Central-GTA,SLB
DANFORTH AVE 3003 (STAPLES),TORONTO,Central-GTA,SLB
WOODBINE AVE 1500 (SDM),TORONTO,Central-GTA,SLB
WOODBINE AVE 1500 (SDM),TORONTO,Central-GTA,SLB
NORLONG BLVD & OCONNOR DR 645,TORONTO,Central-GTA,SLB
BALSAM AVE & QUEEN ST E 2196,TORONTO,Central-GTA,SLB
DANFORTH AVE 1630,TORONTO,Central-GTA,SLB
DANFORTH AVE 1630,TORONTO,Central-GTA,SLB
QUEEN ST E 2140A,TORONTO,Central-GTA,SLB
QUEEN ST E2140A,TORONTO,Central-GTA,SLB
BROADVIEW AVE & BROWNING AVE,TORONTO,Central-GTA,SLB
CANNING AVE & PAPE AVE,TORONTO,Central-GTA,SLB
O'CONNOR DR & PAPE AVE,TORONTO,Central-GTA,SLB
BROADVIEW AVE & DANFORTH AVE 80,TORONTO,Central-GTA,SLB
BROADVIEW AVE 794,TORONTO,Central-GTA,SLB
LOGAN AVE & MORTIMER AVE,TORONTO,Central-GTA,SLB
DANFORTH AVE 358,TORONTO,Central-GTA,SLB
DANFORTH AVE 358,TORONTO,Central-GTA,SLB
DANFORTH AVE 358,TORONTO,Central-GTA,SLB
DONLANDS AVE 413,TORONTO,Central-GTA,SLB
DANFORTH AVE 986 & DONLANDS AVE,TORONTO,Central-GTA,SLB
DANFORTH AVE & MONARCH PARK,TORONTO,Central-GTA,SLB
DANFORTH AVE 1275 (Senior's Residence),TORONTO,Central-GTA,SLB
MORTIMER AVE & WOODYCREST AVE,TORONTO,Central-GTA,SLB
COSBURN AVE 175,TORONTO,Central-GTA,SLB
LINSMORE RD & SAMMON AVE 393,TORONTO,Central-GTA,SLB
DURANT AVE & MEMORIAL PARK AVE,TORONTO,Central-GTA,SLB
DANFORTH AVE 358,TORONTO,Central-GTA,SLB
DANFORTH AVE 358,TORONTO,Central-GTA,SLB
DANFORTH AVE 358,TORONTO,Central-GTA,SLB
DANFORTH AVE 475 & LOGAN AVE,TORONTO,Central-GTA,SLB
BAIN AVE & LOGAN AVE,TORONTO,Central-GTA,SLB
PAPE AVE 1032,TORONTO,Central-GTA,SLB
PAPE AVE 1032,TORONTO,Central-GTA,SLB
PAPE AVE 1032,TORONTO,Central-GTA,SLB
BROADVIEW AVE & BATER AVE,TORONTO,Central-GTA,SLB
DANFORTH AVE & GREENWOOD AVE,TORONTO,Central-GTA,SLB
DANFORTH AVE 853 & JONES AVE,TORONTO,Central-GTA,SLB
COSBURN AVE 475 1/2,TORONTO,Central-GTA,SLB
DANFORTH AVE 755,TORONTO,Central-GTA,SLB
DANFORTH AVE 755,TORONTO,Central-GTA,SLB
DANFORTH AVE 755,TORONTO,Central-GTA,SLB
COSBURN AVE & ST HUBERTS AVE,TORONTO,Central-GTA,SLB
MILVERTON BLVD & MONARCH PARK AVE,TORONTO,Central-GTA,SLB
STRATHMORE BLVD 145,TORONTO,Central-GTA,SLB
DONLANDS AVE & MILVERTON BLVD,TORONTO,Central-GTA,SLB
PAPE AVE 740,TORONTO,Central-GTA,SLB
CAVELL AVE & PAPE AVE,TORONTO,Central-GTA,SLB
DINGWALL AVE & PAPE AVE,TORONTO,Central-GTA,SLB
BROADVIEW AVE & FAIRVIEW BLVD (Seniors Home),TORONTO,Central-GTA,SLB
LOGAN AVE & RIVERDALE AVE,TORONTO,Central-GTA,SLB
UNITY RD 110,TORONTO,Central-GTA,SLB
DANFORTH AVE 661 & PAPE AVE,TORONTO,Central-GTA,SLB
DANFORTH AVE 661 & PAPE AVE,TORONTO,Central-GTA,SLB
BROADVIEW AVE & SPARKHALL AVE,TORONTO,Central-GTA,SLB
DANFORTH AVE 180 (SDM),TORONTO,Central-GTA,SLB
DANFORTH AVE 180 (SDM),TORONTO,Central-GTA,SLB
DANFORTH AVE 180 (SDM),TORONTO,Central-GTA,SLB
DANFORTH AVE 1562,TORONTO,Central-GTA,SLB
GREENWOOD AVE & SAMMON AVE 348,TORONTO,Central-GTA,SLB
FLOYD AVE & PAPE AVE,TORONTO,Central-GTA,SLB
BROADVIEW AVE & O'CONNOR DR (Seniors Home),TORONTO,Central-GTA,SLB
BROADVIEW AVE 817 & PRETORIA AVE,TORONTO,Central-GTA,SLB
JONES AVE & STRATHACONA AVE,TORONTO,Central-GTA,SLB
DON LAN DS AVE 266,TORONTO,Central-GTA,SLB
CARLAW AVE & DANFORTH AVE,TORONTO,Central-GTA,SLB
COWBELL LANE & EGLINTON AVE E,TORONTO,Central-GTA,SLB
DUNFIELD AVE & EGLINTON AVE E,TORONTO,� Central-GTA,SLB
BAYVIEW AVE 2075 (Sunnybrook Hosp:M-Wing),TORONTO,Central-GTA,SLB
ST IVES AVE & ST LEONARDS AVE,TORONTO,Central-GTA,SLB
SPADINA RD 437,TORONTO,Central-GTA,SLB
BAYVIEW AVE 2075 (Sunnybrook Geo. Hees Bldg.),TORONTO,Central-GTA,SLB
ROSLIN AVE & YONGE ST,TORONTO,Central-GTA,SLB
YONGE ST 3800,TORONTO,Central-GTA,SLB
SPADINA RD 437,TORONTO,Central-GTA,SLB
COWBELL LANE & EGLINTON AVE E,TORONTO,Central-GTA,SLB
YONGE ST 4000 & MCGLASHAN CRT,TORONTO,Central-GTA,SLB
GOLFDALE RD & MT PLEASANT RD,TORONTO,Central-GTA,SLB
GLENGROVE AVE & ROSEWELL AVE,TORONTO,Central-GTA,SLB
BROADWAY AVE & REDPATH AVE,TORONTO,Central-GTA,SLB
BLYTH DALE RD & BLYTHWOOD RD,TORONTO,Central-GTA,SLB
BAYVIEW AVE & ST LEONARDS AVE,TORONTO,Central-GTA,SLB
BAYVIEW AVE & BLYTHWOOD RD,TORONTO,Central-GTA,SLB
MT PLEASANT RD &. RANLEIGH AVE,TORONTO,Central-GTA,SLB
DUNFIELD AVE & EGLINTON AVE E,TORONTO,Central-GTA,SLB
DONWOODS DR & PLYMBRIDGE,TORONTO,Central-GTA,SLB
AVENUE RD & EGLINTON AVE W 302,TORONTO,Central-GTA,SLB
ST. GERMAIN & YONGE ST,TORONTO,Central-GTA,SLB
GLENGROVE AVE & YONGE ST,TORONTO,Central-GTA,SLB
AVA RD & BATHURST ST 1862,TORONTO,Central-GTA,SLB
EGLINTON AVE W & HENNING AVE,TORONTO,Central-GTA,SLB
EGLINTON AVE W &. HENNING AVE,TORONTO,Central-GTA,SLB
EGLINTON AVE W & HENNING AVE,TORONTO,Central-GTA,SLB
EGLINTON AVE E & REDPATH AVE,TORONTO,Central-GTA,SLB
EGLINTON AVE E & REDPATH AVE,TORONTO,Central-GTA,SLB
HEATH ST W & WALMER RD,TORONTO,Central-GTA,SLB
LOWER VILLAGE GATE 19,TORONTO,Central-GTA,SLB
SPADINA RD & STRATHEARN BLVD,TORONTO,Central-GTA,SLB
CHAPLIN CRES 315 & EGLINTON AVE W,TORONTO,Central-GTA,SLB
CHAPLIN CRES & ORIOLE PKWY,TORONTO,Central-GTA,SLB
EASTBOURNE AVE & HILLSDALE AVE,TORONTO,Central-GTA,SLB
BANFF RD & EGLINTON AVE E,TORONTO,Central-GTA,SLB
YONGE ST 2485,TORONTO,Central-GTA,SLB
EGLINTON AVE E 586 (IN FRONT OF MEDICAL BLDG),TORONTO,Central-GTA,SLB
EGLINTON AVE E 586 (IN FRONT OF MEDICAL BLDG),TORONTO,Central-GTA,SLB
YONGE ST 3409,TORONTO,Central-GTA,SLB
YONGE ST 3409,TORONTO,Central-GTA,SLB
YONGE ST 3409,TORONTO,Central-GTA,SLB
YONGE ST 3409,TORONTO,Central-GTA,SLB
KILBARRY RD & RUSSELL HILL RD,TORONTO,Central-GTA,SLB
YONGE ST 2482 (CARDS MORE),TORONTO,Central-GTA,SLB
YONGE ST 2482 (CARDS MORE),TORONTO,Central-GTA,SLB
YONGE ST 2482 (CARDS MORE),TORONTO,Central-GTA,SLB
BANFF & BROADWAY AVE,TORONTO,Central-GTA,SLB
GLENGOWAN RD & MT PLEASANT RD,TORONTO,Central-GTA,SLB
LAWRENCE AVE E & MILDENHALL RD,TORONTO,Central-GTA,SLB
EGLINTON AVE E & FORMAN AVE,TORONTO,Central-GTA,SLB
ARDMORE RD & BATHURST ST,TORONTO,Central-GTA,SLB
ORIOLE PKWY 659,TORONTO,Central-GTA,SLB
BATHURST ST & TICHESTER RD,TORONTO,Central-GTA,SLB
FOREST HILL RD & HILLHOLM RD,TORONTO,Central-GTA,SLB
CHERITAN AVE & YONGE ST,TORONTO,Central-GTA,SLB
MT PLEASANT RD & SHELDRAKE BLVD,TORONTO,Central-GTA,SLB
COWBELL LANE & EGLINTON AVE E,TORONTO,Central-GTA,SLB
EGLINTON AVE E & MOUNT PLEASANT RD,TORONTO,Central-GTA,SLB
EGLINTON AVE E & MOUNT PLEASANT RD,TORONTO,Central-GTA,SLB
EGLINTON AVE E & MOUNT PLEASANT RD,TORONTO,Central-GTA,SLB
EGLINTON AVE E & MOUNT PLEASANT RD,TORONTO,Central-GTA,SLB
EGLINTON AVE E & MOUNT PLEASANT RD,TORONTO,Central-GTA,SLB
EGLINTON AVE E & MOUNT PLEASANT RD,TORONTO,Central-GTA,SLB
YONGE ST 2708,TORONTO,Central-GTA,SLB
YONGE ST 2708,TORONTO,Central-GTA,SLB
RAWLINSON AVE & ROEHAMPTON AVE,TORONTO,Central-GTA,SLB
DEWBOURNE AVE & VESTA DR,TORONTO,Central-GTA,SLB
YONGEST 3176,TORONTO,Central-GTA,SLB
EGLINTON AVE W & ORIOLE PKWY,TORONTO,Central-GTA,SLB
KILBARRY RD & ORIOLE PKWY,TORONTO,Central-GTA,SLB
LAWRENCE AVE W & YONGE ST,TORONTO,Central-GTA,SLB
LAWRENCE AVE W & YONGE ST,TORONTO,Central-GTA,SLB
ERSKINE AVE & MT PLEASANT RD 959,TORONTO,Central-GTA,SLB
YONGE ST 2567 (Senior's Home),TORONTO,Central-GTA,SLB
WALMER RD 400,TORONTO,Central-GTA,SLB
BAYVIEW AVE 2275 (Glendon College) Main entr.,TORONTO,Central-GTA,SLB
EGLINTON AVE E & REDPATH AVE,TORONTO,Central-GTA,SLB
BATHURST ST 1584 & CLAXTON BLVD,TORONTO,Central-GTA,SLB
MT PLEASANT RD 801,TORONTO,Central-GTA,SLB
YONGE ST 2345 (SDM),TORONTO,Central-GTA,SLB
YONGE ST 2345 (SDM),TORONTO,Central-GTA,SLB
YONGE ST 2345 (SDM),TORONTO,Central-GTA,SLB
WESTON RD 700,TORONTO,Central-GTA,SLB
KEELE ST 542 (STAPLES),TORONTO,Central-GTA,SLB
HUMBER BLVD 10,TORONTO,Central-GTA,SLB
EAST DR & SCARLETT RD,TORONTO,Central-GTA,SLB
JANE ST & WOOLNER AVE,TORONTO,Central-GTA,SLB
OLD WESTON RD 660,TORONTO,Central-GTA,SLB
ARLINGTON AVE & VAUGHAN RD 400,TORONTO,Central-GTA,SLB
EGLINTON AVE W & HILLTOP RD,TORONTO,Central-GTA,SLB
EGLINTON AVE W 875,TORONTO,Centra l-GTA,SLB
HOPEWELL AVE & MARLEE AVE,TORONTO,Central-GTA,SLB
EGLINTON AVE W & WINONA DR,TORONTO,Central-GTA,SLB
EARNSCLIFFE RD & OAKWOOD AVE,TORONTO,Central-GTA,SLB
EGLINTON AVE W 1550,TORONTO,Central-GTA,SLB
EGLINTON AVE W 2021 & NAIRN AVE,TORONTO,Central-GTA,SLB
JASPER AVE & WESTON RD,TORONTO,Central-GTA,SLB
OAKWOOD AVE VAUGHAN RD 620,TORONTO,Central-GTA,SLB
EGLINTON AVE W & WESTOVER HILL RD,TORONTO,Central-GTA,SLB
EGLINTON AVE W 1110,TORONTO,Central-GTA,SLB
ST CLAIR AVE W 669,TORONTO,Central-GTA,SLB
VAUGHAN RD 224 & KENWOOD,TORONTO,Central-GTA,SLB
LAUGHTON AVE & ST CLAIR AVE W 1658,TORONTO,Central-GTA,SLB
DUFFERIN ST W & ROGERS RD,TORONTO,Central-GTA,SLB
JUNCTION RD & OLD WESTON RD,TORONTO,Central-GTA,SLB
ST CLAIR AVE W & WINONA DR,TORONTO,Central-GTA,SLB
JANE ST 873,TORONTO,Central-GTA,SLB
JANE ST 873,TORONTO,Central-GTA,SLB
EGLINTON AVE W 2343 (SDM),TORONTO,Central-GTA,SLB
EGLINTON AVE W 2343 (SDM),TORONTO,Central-GTA,SLB
EGLINTON AVE W 2343 (SDM),TORONTO,Central-GTA,SLB
NORTHLAND AVE & WESTON RD 324,TORONTO,Central-GTA,SLB
OSLER ST & PELHAM PK GDNS,TORONTO,Central-GTA,SLB
ST CLAIR AVE W 523,TORONTO,Central-GTA,SLB
ST CLAIR AVE W 523,TORONTO,Central-GTA,SLB
BAYLISS AVE & LAMBTON AVE 102,TORONTO,Central-GTA,SLB
OLD WESTON RD & ST CLAIR AVE W,TORONTO,Central-GTA,SLB
EGLINTON AVE W 922 (NORTOWN PO),TORONTO,Central-GTA,SLB
EGLINTON AVE W 922 (NORTOWN PO),TORONTO,Central-GTA,SLB
OSCAR ROMERO PL & ST CLAIR AVE W 2352,TORONTO,Central-GTA,SLB
DENNIS AVE & WESTON RD,TORONTO,Central-GTA,SLB
AVA RD & WINNETT AVE,TORONTO,Central-GTA,SLB
GLEN CEDAR RD & STRATHEARN RD,TORONTO,Central-GTA,SLB
LAUDER AVE & VAUGHAN RD,TORONTO,Central-GTA,SLB
HOPEWELL AVE & TIMES RD,TORONTO,Central-GTA,SLB
MIRANDA AVE & SCHELL AVE,TORONTO,Central-GTA,SLB
CALEDONIA RD & KITCHENER AVE,TORONTO,Central-GTA,SLB
HARVIE AVE & KITCHENER AVE,TORONTO,Central-GTA,SLB
EVERSFIELD RD & HATHERLY RD,TORONTO,Central-GTA,SLB
HARVIE AVE & ROGERS RD,TORONTO,Central-GTA,SLB
CALEDONIA RD 212 1/2 & INNES AVE,TORONTO,Central-GTA,SLB
MCROBERTS AVE & NORMAN AVE,TORONTO,Central-GTA,SLB
DUFFERIN ST W & WHITMORE AVE,TORONTO,Central-GTA,SLB
VAUGHAN RD 130,TORONTO,Central-GTA,SLB
ST CLAIR AVE W 707,TORONTO,Central-GTA,SLB
RUNNYMEDE RD 831 (West St Clair Var Store),TORONTO,Central-GTA,SLB
ENNERDALE RD & HOLMESDALE RD,TORONTO,Centra l-GTA,SLB
COBALT AVE & ST CLAIR AVE W 2283,TORONTO,Central-GTA,SLB
JANE ST & OUTLOOK AVE,TORONTO,Central-GTA,SLB
DUFFERIN ST W 2339,TORONTO,Central-GTA,SLB
BOON AVE & HOPE ST,TORONTO,Central-GTA,SLB
ST CLAIR AVE W 1169 (7-ELEVEN),TORONTO,Central-GTA,SLB
ST CLAIR AVE W 1169 (7-ELEVEN),TORONTO,Central-GTA,SLB
BERNICE CR & SCARLETT RD 12,TORONTO,Central-GTA,SLB
CRANG AVE & ST CLAIR AVE W,TORONTO,Central-GTA,SLB
SILVERTHORN AVE & ST CLAIR AVE W,TORONTO,Central-GTA,SLB
ASCOT AVE & BOON AVE,TORONTO,Central-GTA,SLB
ASCOT AVE & BOON AVE,TORONTO,Central-GTA,SLB
ST CLAIR AVE W 933 (EAST OF OAKWOOD AVE),TORONTO,Central-GTA,SLB
ST CLAIR AVE W & WYCHWOOD AVE,TORONTO,Central-GTA,SLB
ALLIANCE RD 390,TORONTO,Central-GTA,SLB
EGLINTON AVE W 989,TORONTO,Central-GTA,SLB
ATLAS AVE & HURSTING AVE,TORONTO,Central-GTA,SLB
CORBETT AVE & JANE ST 725,TORONTO,Central-GTA,SLB
ELLINS AVE & SCARLETT RD,TORONTO,Central-GTA,SLB
HUMBER BLVD 101,TORONTO,Central-GTA,SLB
GENESEE AVE & WESTMOUNT AVE,TORONTO,Central-GTA,SLB
KEELE ST 620 (SDM),TORONTO,Central-GTA,SLB
KEELE ST 620 (SDM),TORONTO,Central-GTA,SLB
KEELE ST 620 (SDM),TORONTO,Central-GTA,SLB
VAUGHAN RD 795,TORONTO,Central-GTA,SLB
FOXWELL ST 50 & KINGHORN AVE,TORONTO,Central-GTA,SLB
DAVENPORT RD 1981 & UXBRIDGE AVE,TORONTO,Central-GTA,SLB
ST CLAIR AVE W 1125 (TONY'S VARIETY),TORONTO,Central-GTA,SLB
ST CLAIR AVE W 1355 (M & G Smoke & Var),TORONTO,Central-GTA,SLB
EGLINTON AVE W 1736 (7-11),TORONTO,Central-GTA,SLB
EGLINTON AVE W 1840,TORONTO,Central-GTA,SLB
EGLINTON AVE W 1840,TORONTO,Central-GTA,SLB
EGLINTON AVE W 1840,TORONTO,Central-GTA,SLB
EGLINTON AVE W 1773,TORONTO,Central-GTA,SLB
OAKWOOD AVE 349 (SOUTH OF ROGERS RD),TORONTO,Central-GTA,SLB
DAVENPORT RD 1884,TORONTO,Central-GTA,SLB
ST CLAIR AVE W & ST CLAIR GARDENS,TORONTO,Central-GTA,SLB
WILLIAM CARSON CRES & YONGE ST 4155,TORONTO,Central-GTA,SLB
WILLIAM CARSON CRES & YONGE ST 4155,TORONTO,Central-GTA,SLB
WILLIAM CARSON CRES & YONGE ST 4155,TORONTO,Central-GTA,SLB
WILLIAM CARSON CRES & YONGE ST 4155,TORONTO,Central-GTA,SLB
SLOANE AVE 123 & WIGMORE DR,TORONTO,Central-GTA,SLB
O'CONNOR DR & WAKUNDA PLACE 5,TORONTO,Central-GTA,SLB
FERRIS RD 121 & REXLEIGH DR,TORONTO,Central-GTA,SLB
OLD YORK MILLS & YONGE ST,TORONTO,Central-GTA,SLB
LORD SEATON DR & UPPER CANADA DR,TORONTO,Central-GTA,SLB
LAWRENCE AVE E 1448,TORONTO,Central-GTA,SLB
LAWRENCE AVE E 1448,TORONTO,Central-GTA,SLB
LAWRENCE AVE E 1448,TORONTO,Central-GTA,SLB
LINKS THE 33 (LINKS VARIETY & GIFT),TORONTO,Central-GTA,SLB
CARNFORTH RD 66 & TEAK AVE,TORONTO,Central-GTA,SLB
ASPEN AVE & PARKVIEW HILL CRES,TORONTO,Central-GTA,SLB
CURITY AVE & OCONNOR DR,TORONTO,Central-GTA,SLB
O'CONNOR DR & ST CLAIR AVE E 2701,TORONTO,Central-GTA,SLB
REXLEIGH AVE & ST CLAIR AVE E 2781,TORONTO,Central-GTA,SLB
BERMONDSEY RD 111 & SUNRISE AVE,TORONTO,Central-GTA,SLB
BERMONDSEY RD 5 & CRANFIELD RD,TORONTO,Central-GTA,SLB
CARNFORTH RD & LAWRENCE AVE E,TORONTO,Central-GTA,SLB
PLAXTON DR & ST CLAIR AVE E 2885,TORONTO,Central-GTA,SLB
DAWES RD 430 (SOUTH OF GOWER ST),TORONTO,Central-GTA,SLB
MARILYN CRES & ST CLAIR AVE E 2570,TORONTO,Central-GTA,SLB
VICTORIA PK AVE 1314 & YARDLEY AVE,TORONTO,Central-GTA,SLB
DENVALE RD 92 & NORTHDALE BLVD,TORONTO,Central-GTA,SLB
DAWES RD & PARK VISTA,TORONTO,Central-GTA,SLB
BARTLEY DR 30,TORONTO,Central-GTA,SLB
BERMONDSEY RD & MOBILE DR 1,TORONTO,Central-GTA,SLB
O'CONNOR DR & SUNRISE AVE,TORONTO,Central-GTA,SLB
O'CONNOR DR 1095,TORONTO,Central-GTA,SLB
O'CONNOR DR 1095,TORONTO,Central-GTA,SLB
AMSTERDAM AVE & O'CONNOR DR (SE),TORONTO,Central-GTA,SLB
MILL ST & OLD YON G E ST,TORONTO,Central-GTA,SLB
EGLINTON AVE E 1780 (FRONT),TORONTO,Central-GTA,SLB
HOLLINGER RD 25 & WATERMAN AVE,TORONTO,Central-GTA,SLB
VICTORIA PK AVE 1180,TORONTO,Central-GTA,SLB
VICTORIA PK AVE 1180,TORONTO,Central-GTA,SLB
VICTORIA PK AVE 1180,TORONTO,Central-GTA,SLB
ECCLESTONE DR 21 & ELVASTON DR,TORONTO,Central-GTA,SLB
CARNFORTH RD 66 & TEAK AVE,TORONTO,Central-GTA,SLB
OWEN BLVD 108 & SENECA ST,TORONTO,Central-GTA,SLB
FAIRMEADOW AVE & UPPER CANADA DR 138,TORONTO,Central-GTA,SLB
EGLINTON AVE E 1700,TORONTO,Central-GTA,SLB
BLOORSTW 131,TORONTO,Central-GTA,SLB
BLOOR ST W 264 (SNOWDOWN PHARMACY),TORONTO,Central-GTA,SLB
BEDFORD RD & DUPONT ST,TORONTO,Central-GTA,SLB
BATHURST ST & HARBORD ST,TORONTO,Central-GTA,SLB
ST GEORGE ST 123,TORONTO,Central-GTA,SLB
MELGUND RD & WELLS HILL RD,TORONTO,Central-GTA,SLB
BATHURST ST 914 & BARTON AVE,TORONTO,Central-GTA,SLB
BELMONT ST 55 (Belmont House),TORONTO,Central-GTA,SLB
BLOORSTW 131,TORONTO,Central-GTA,SLB
MOLSON ST & ROXBOROUGH ST W 91,TORONTO,Central-GTA,SLB
ST GEORGE ST 266,TORONTO,Central-GTA,SLB
DUPONT ST 292,TORONTO,Central-GTA,SLB
ST GEORGE ST 123,TORONTO,Central-GTA,SLB
BEDFORD RD & DAVENPORT RD,TORONTO,Central-GTA,SLB
DAVENPORT RD 250,TORONTO,Central-GTA,SLB
BLOOR ST W 264 (SNOWDOWN PHARMACY),TORONTO,Central-GTA,SLB
BLOORSTW360A (SDM),TORONTO,Central-GTA,SLB
AVENUE RD & MACPHERSON AVE 214,TORONTO,Central-GTA,SLB
BERNARD AVE & WALMER RD,TORONTO,Central-GTA,SLB
HURON ST & LOWTHER AVE,TORONTO,Central-GTA,SLB
BERRYMAN ST & DAVENPORT RD 95,TORONTO,Central-GTA,SLB
CHARLES ST W 89 (Burwash Hall Res),TORONTO,Central-GTA,SLB
ALCINA AVE & BATHURST ST,TORONTO,Central-GTA,SLB
ARDWOLD GATE & SPADINA RD,TORONTO,Central-GTA,SLB
HARBORD ST & MAJOR ST,TORONTO,Central-GTA,SLB
SPADINA RD 271 (Canadian Hearing Society),TORONTO,Central-GTA,SLB
AVENUE RD 87,TORONTO,Central-GTA,SLB
YONGE ST 2102,TORONTO,Central-GTA,SLB
YONGE ST 2102,TORONTO,Central-GTA,SLB
IMPERIAL ST & YONGE ST,TORONTO,Central-GTA,SLB
YONGE ST 1900,TORONTO,Central-GTA,SLB
MERTON ST 194,TORONTO,Central-GTA,SLB
MERTON ST 194,TORONTO,Central-GTA,SLB
HEATH ST W& YONGE ST,TORONTO,Central-GTA,SLB
HEATH ST W& YONGE ST,TORONTO,Central-GTA,SLB
AVENUE RD & ST CLAIR AVE W,TORONTO,Central-GTA,SLB
AVENUE RD & ST CLAIR AVE W,TORONTO,Central-GTA,SLB
MERTON ST 130,TORONTO,Central-GTA,SLB
MERTON ST 130,TORONTO,Central-GTA,SLB
ST CLAIR AVE E 12,TORONTO,Central-GTA,SLB
ST CLAIR AVE E 12,TORONTO,Central-GTA,SLB
ST CLAIR AVE E 12,TORONTO,Central-GTA,SLB
FARNHAM AVE & YONGE ST,TORONTO,Central-GTA,SLB
ST CLAIR AVE E 27 (TORONTO Q),TORONTO,Central-GTA,SLB
ST CLAIR AVE E 27 (TORONTO Q),TORONTO,Central-GTA,SLB
ST CLAIR AVE E 27 (TORONTO Q),TORONTO,Central-GTA,SLB
ORIOLE RD & ORIOLE GDNS,TORONTO,Central-GTA,SLB
AVENUE RD & COTTINGHAM RD,TORONTO,Central-GTA,SLB
ST CLAIR AVE E 12,TORONTO,Central-GTA,SLB
ST CLAIR AVE E 12,TORONTO,Central-GTA,SLB
ST CLAIR AVE E 12,TORONTO,Central-GTA,SLB
HEATH ST W& YONGE ST,TORONTO,Central-GTA,SLB
HEATH ST W& YONGE ST,TORONTO,Central-GTA,SLB
MERTON ST 71 (Janet Magee Manor),TORONTO,Central-GTA,SLB
BIRCH AVE & YONGE ST,TORONTO,Central-GTA,SLB
BIRCH AVE & YONGE ST,TORONTO,Central-GTA,SLB
ACACIA RD & BELSIZE DR,TORONTO,Central-GTA,SLB
AVENUE RD & LONSDALE RD200(Upper Canada Coll),TORONTO,Central-GTA,SLB
MCPHERSON AVE & RATHNELLY AVE,TORONTO,Central-GTA,SLB
MT PLEASANT RD 571 (OPP PENROSE AVE),TORONTO,Central-GTA,SLB
DAVISVILLE AVE & MT PLEASANT RD,TORONTO,Central-GTA,SLB
DAVISVILLE AVE & MT PLEASANT RD,TORONTO,Central-GTA,SLB
MT PLEASANT RD 700 & SOUDAN AVE (Senior Bldg),TORONTO,Central-GTA,SLB
SOUDAN AVE & YONGE ST,TORONTO,Central-GTA,SLB
SOUDAN AVE & YONGE ST,TORONTO,Central-GTA,SLB
SOUDAN AVE & YONGE ST,TORONTO,Central-GTA,SLB
SOUDAN AVE & YONGE ST,TORONTO,Central-GTA,SLB
ST CLAIR AVE E 27 (TORONTO Q),TORONTO,Central-GTA,SLB
ST CLAIR AVE E 27 (TORONTO Q),TORONTO,Central-GTA,SLB
